Local_Date_Time,RIC,Price,Volume
2021-02-16,CTSH.O,76.11,219061
2021-02-17,CTSH.O,76.43,624219
2021-02-18,CTSH.O,74.82,640937
2021-02-19,CTSH.O,73.64,658417
2021-02-22,CTSH.O,73.25,570862
2021-02-23,CTSH.O,72.88,360555
2021-02-24,CTSH.O,74.93,360367
2021-02-25,CTSH.O,73.38,501306
2021-02-26,CTSH.O,73.48,868561
2021-03-01,CTSH.O,74.83,857730
2021-03-02,CTSH.O,74.95,390313
2021-03-03,CTSH.O,73.16,445958
2021-03-04,CTSH.O,72.4,337305
2021-03-05,CTSH.O,73.71,401305
2021-03-08,CTSH.O,72.69,505238
2021-03-09,CTSH.O,74.39,413342
2021-03-10,CTSH.O,76.02,284106
2021-03-11,CTSH.O,77.54,394595
2021-03-12,CTSH.O,77.77,422171
2021-03-15,CTSH.O,79.27,528927
2021-03-16,CTSH.O,78.06,402099
2021-03-17,CTSH.O,78.03,431611
2021-03-18,CTSH.O,76.4,409272
2021-03-19,CTSH.O,76.55,1745399
2021-03-22,CTSH.O,76.73,737303
2021-03-23,CTSH.O,76.23,601241
2021-03-24,CTSH.O,76.94,288411
2021-03-25,CTSH.O,77.1,477705
2021-03-26,CTSH.O,79.24,375346
2021-03-29,CTSH.O,78.06,581642
2021-03-30,CTSH.O,78.57,370805
2021-03-31,CTSH.O,78.12,947365
2021-04-01,CTSH.O,78.88,237638
2021-04-05,CTSH.O,80.33,378240
2021-04-06,CTSH.O,79.66,496729
2021-04-07,CTSH.O,79.21,339599
2021-04-08,CTSH.O,80.06,531486
2021-04-09,CTSH.O,80.55,236273
2021-04-12,CTSH.O,80.23,355097
2021-04-13,CTSH.O,80.44,437151
2021-04-14,CTSH.O,79.46,274116
2021-04-15,CTSH.O,79.77,530900
2021-04-16,CTSH.O,80.62,393542
2021-04-19,CTSH.O,80.4,322791
2021-04-20,CTSH.O,79.61,325179
2021-04-21,CTSH.O,79.25,555013
2021-04-22,CTSH.O,79.04,461273
2021-04-23,CTSH.O,78.69,368185
2021-04-26,CTSH.O,79.56,345171
2021-04-27,CTSH.O,79.94,312925
2021-04-28,CTSH.O,80.18,314897
2021-04-29,CTSH.O,81.36,252253
2021-04-30,CTSH.O,80.4,485556
2021-05-03,CTSH.O,82.2,514608
2021-05-04,CTSH.O,81.25,448140
2021-05-05,CTSH.O,81.46,385874
2021-05-06,CTSH.O,75.12,387638
2021-05-07,CTSH.O,74.815,474404
2021-05-10,CTSH.O,74.01,483503
2021-05-11,CTSH.O,72.64,446412
2021-05-12,CTSH.O,70.73,532568
2021-05-13,CTSH.O,71.29,404628
2021-05-14,CTSH.O,71.01,496223
2021-05-17,CTSH.O,70.635,511077
2021-05-18,CTSH.O,70.97,327122
2021-05-19,CTSH.O,70.74,783306
2021-05-20,CTSH.O,71.3,1330317
2021-05-21,CTSH.O,71.24,329837
2021-05-24,CTSH.O,71.1,316218
2021-05-25,CTSH.O,71.0,321055
2021-05-26,CTSH.O,71.0,445764
2021-05-27,CTSH.O,71.12,987084
2021-05-28,CTSH.O,71.56,400520
2021-06-01,CTSH.O,71.19,320611
2021-06-02,CTSH.O,71.29,539006
2021-06-03,CTSH.O,70.8,376666
2021-06-04,CTSH.O,71.5,263415
2021-06-07,CTSH.O,71.3,518850
2021-06-08,CTSH.O,71.44,592310
2021-06-09,CTSH.O,71.25,237988
2021-06-10,CTSH.O,71.17,790405
2021-06-11,CTSH.O,71.25,502708
2021-06-14,CTSH.O,70.79,359119
2021-06-15,CTSH.O,70.35,410003
2021-06-16,CTSH.O,70.01,411332
2021-06-17,CTSH.O,69.17,464561
2021-06-18,CTSH.O,68.32,1747478
2021-06-21,CTSH.O,69.62,511169
2021-06-22,CTSH.O,69.53,309329
2021-06-23,CTSH.O,69.11,1030792
2021-06-24,CTSH.O,69.82,276196
2021-06-25,CTSH.O,70.49,1083448
2021-06-28,CTSH.O,70.15,505724
2021-06-29,CTSH.O,70.42,306912
2021-06-30,CTSH.O,69.26,533424
2021-07-01,CTSH.O,69.84,274674
2021-07-02,CTSH.O,69.61,418988
2021-07-06,CTSH.O,68.73,426337
2021-07-07,CTSH.O,68.93,401148
2021-07-08,CTSH.O,68.37,524059
2021-07-09,CTSH.O,69.14,600743
2021-07-12,CTSH.O,69.25,605358
2021-07-13,CTSH.O,68.7,342724
2021-07-14,CTSH.O,69.23,269263
2021-07-15,CTSH.O,68.83,477268
2021-07-16,CTSH.O,68.24,233241
2021-07-19,CTSH.O,66.46,558881
2021-07-20,CTSH.O,67.61,444081
2021-07-21,CTSH.O,67.75,410824
2021-07-22,CTSH.O,68.11,366699
2021-07-23,CTSH.O,69.29,285978
2021-07-26,CTSH.O,69.43,349118
2021-07-27,CTSH.O,69.13,623349
2021-07-28,CTSH.O,69.79,404381
2021-07-29,CTSH.O,73.92,524965
2021-07-30,CTSH.O,73.53,397389
2021-08-02,CTSH.O,73.67,473769
2021-08-03,CTSH.O,74.9,271216
2021-08-04,CTSH.O,73.56,505051
2021-08-05,CTSH.O,73.4,316000
2021-08-06,CTSH.O,73.0,308441
2021-08-09,CTSH.O,72.53,1092794
2021-08-10,CTSH.O,73.07,230903
2021-08-11,CTSH.O,75.05,371493
2021-08-12,CTSH.O,76.52,409508
2021-08-13,CTSH.O,77.63,469782
2021-08-16,CTSH.O,77.18,244153
2021-08-17,CTSH.O,77.01,244809
2021-08-18,CTSH.O,76.67,309206
2021-08-19,CTSH.O,75.79,681213
2021-08-20,CTSH.O,76.7,367749
2021-08-23,CTSH.O,77.36,835860
2021-08-24,CTSH.O,78.01,340062
2021-08-25,CTSH.O,77.49,1227405
2021-08-26,CTSH.O,76.98,308399
2021-08-27,CTSH.O,77.24,359584
2021-08-30,CTSH.O,76.85,272595
2021-08-31,CTSH.O,76.31,734428
2021-09-01,CTSH.O,76.83,361715
2020-09-01,DLTR.O,93.68,167533
2020-09-02,DLTR.O,94.7,226675
2020-09-03,DLTR.O,92.92,252629
2020-09-04,DLTR.O,91.23,158605
2020-09-08,DLTR.O,89.83,180914
2020-09-09,DLTR.O,91.81,264065
2020-09-10,DLTR.O,90.25,131994
2020-09-11,DLTR.O,90.05,133428
2020-09-14,DLTR.O,88.92,252768
2020-09-15,DLTR.O,88.65,106898
2020-09-16,DLTR.O,89.26,370300
2020-09-17,DLTR.O,88.54,249675
2020-09-18,DLTR.O,88.02,544799
2020-09-21,DLTR.O,85.97,290830
2020-09-22,DLTR.O,86.8,223437
2020-09-23,DLTR.O,86.72,203002
2020-09-24,DLTR.O,88.43,191105
2020-09-25,DLTR.O,89.42,381934
2020-09-28,DLTR.O,90.94,268354
2020-09-29,DLTR.O,89.87,81099
2020-09-30,DLTR.O,91.34,283706
2020-10-01,DLTR.O,91.87,158989
2020-10-02,DLTR.O,90.76,164498
2020-10-05,DLTR.O,89.98,406424
2020-10-06,DLTR.O,88.68,163523
2020-10-07,DLTR.O,90.55,181167
2020-10-08,DLTR.O,91.53,86232
2020-10-09,DLTR.O,93.64,178441
2020-10-12,DLTR.O,95.56,232949
2020-10-13,DLTR.O,96.63,212166
2020-10-14,DLTR.O,95.16,98532
2020-10-15,DLTR.O,96.54,90053
2020-10-16,DLTR.O,95.56,431925
2020-10-19,DLTR.O,95.0,136305
2020-10-20,DLTR.O,95.41,154088
2020-10-21,DLTR.O,94.84,145529
2020-10-22,DLTR.O,93.84,242292
2020-10-23,DLTR.O,95.47,136299
2020-10-26,DLTR.O,92.53,139147
2020-10-27,DLTR.O,92.82,187668
2020-10-28,DLTR.O,90.58,237690
2020-10-29,DLTR.O,91.91,210639
2020-10-30,DLTR.O,90.32,206909
2020-11-02,DLTR.O,91.12,171521
2020-11-03,DLTR.O,93.65,171971
2020-11-04,DLTR.O,95.25,157550
2020-11-05,DLTR.O,95.1,168573
2020-11-06,DLTR.O,95.53,267235
2020-11-09,DLTR.O,95.87,187494
2020-11-10,DLTR.O,94.97,147953
2020-11-11,DLTR.O,94.32,157228
2020-11-12,DLTR.O,93.19,217571
2020-11-13,DLTR.O,94.95,302336
2020-11-16,DLTR.O,95.61,258124
2020-11-17,DLTR.O,93.82,135435
2020-11-18,DLTR.O,93.65,153736
2020-11-19,DLTR.O,94.55,156493
2020-11-20,DLTR.O,94.97,165511
2020-11-23,DLTR.O,97.61,185998
2020-11-24,DLTR.O,111.35,336801
2020-11-25,DLTR.O,111.73,234739
2020-11-27,DLTR.O,109.9,68377
2020-11-30,DLTR.O,109.24,420622
2020-12-01,DLTR.O,112.39,185612
2020-12-02,DLTR.O,111.63,162842
2020-12-03,DLTR.O,112.12,230791
2020-12-04,DLTR.O,112.51,237068
2020-12-07,DLTR.O,111.95,246170
2020-12-08,DLTR.O,109.46,235588
2020-12-09,DLTR.O,110.86,258834
2020-12-10,DLTR.O,108.29,347725
2020-12-11,DLTR.O,106.55,317565
2020-12-14,DLTR.O,107.68,294853
2020-12-15,DLTR.O,110.04,302181
2020-12-16,DLTR.O,112.85,573161
2020-12-17,DLTR.O,113.05,367971
2020-12-18,DLTR.O,111.88,1183320
2020-12-21,DLTR.O,111.52,329795
2020-12-22,DLTR.O,108.98,285734
2020-12-23,DLTR.O,107.62,160846
2020-12-24,DLTR.O,109.03,56897
2020-12-28,DLTR.O,107.93,113517
2020-12-29,DLTR.O,109.1,123370
2020-12-30,DLTR.O,107.8,108053
2020-12-31,DLTR.O,108.04,184246
2021-01-04,DLTR.O,106.94,195272
2021-01-05,DLTR.O,107.13,269507
2021-01-06,DLTR.O,112.97,333346
2021-01-07,DLTR.O,114.75,284545
2021-01-08,DLTR.O,112.97,218483
2021-01-11,DLTR.O,112.43,225252
2021-01-12,DLTR.O,114.18,128162
2021-01-13,DLTR.O,112.47,178535
2021-01-14,DLTR.O,109.97,200971
2021-01-15,DLTR.O,108.34,231234
2021-01-19,DLTR.O,108.05,186073
2021-01-20,DLTR.O,107.54,156153
2021-01-21,DLTR.O,107.79,120056
2021-01-22,DLTR.O,107.88,117086
2021-01-25,DLTR.O,106.37,111128
2021-01-26,DLTR.O,105.7,99746
2021-01-27,DLTR.O,101.56,198495
2021-01-28,DLTR.O,102.87,176872
2021-01-29,DLTR.O,101.66,201558
2021-02-01,DLTR.O,100.86,116853
2021-02-02,DLTR.O,104.02,187088
2021-02-03,DLTR.O,104.94,169317
2021-02-04,DLTR.O,106.14,254971
2021-02-05,DLTR.O,105.645,115462
2021-02-08,DLTR.O,107.07,248933
2021-02-09,DLTR.O,109.82,102976
2021-02-10,DLTR.O,110.25,124990
2021-02-11,DLTR.O,109.09,135867
2021-02-12,DLTR.O,108.375,103220
2021-02-16,DLTR.O,107.65,112848
2021-02-17,DLTR.O,108.32,177083
2021-02-18,DLTR.O,107.76,113277
2021-02-19,DLTR.O,107.9,155858
2021-02-22,DLTR.O,104.88,154583
2021-02-23,DLTR.O,102.98,148512
2021-02-24,DLTR.O,101.13,146074
2021-02-25,DLTR.O,98.88,163577
2021-02-26,DLTR.O,98.2,373248
2021-03-01,DLTR.O,99.23,179559
2021-03-02,DLTR.O,98.95,219174
2021-03-03,DLTR.O,101.88,214877
2021-03-04,DLTR.O,101.81,203034
2021-03-05,DLTR.O,104.08,244767
2021-03-08,DLTR.O,108.07,255730
2021-03-09,DLTR.O,107.59,187935
2021-03-10,DLTR.O,107.83,108253
2021-03-11,DLTR.O,108.57,158260
2021-03-12,DLTR.O,108.61,124527
2021-03-15,DLTR.O,109.3,153201
2021-03-16,DLTR.O,109.04,149305
2021-03-17,DLTR.O,107.7,253880
2021-03-18,DLTR.O,105.25,271077
2021-03-19,DLTR.O,108.12,673712
2021-03-22,DLTR.O,110.25,236806
2021-03-23,DLTR.O,109.86,228157
2021-03-24,DLTR.O,110.5,139545
2021-03-25,DLTR.O,111.08,181442
2021-03-26,DLTR.O,114.39,273986
2021-03-29,DLTR.O,115.75,239003
2021-03-30,DLTR.O,116.23,117020
2021-03-31,DLTR.O,114.46,349409
2021-04-01,DLTR.O,115.93,142346
2021-04-05,DLTR.O,119.26,280402
2021-04-06,DLTR.O,117.61,283159
2021-04-07,DLTR.O,117.16,120901
2021-04-08,DLTR.O,116.88,171742
2021-04-09,DLTR.O,117.55,195157
2021-04-12,DLTR.O,117.04,139660
2021-04-13,DLTR.O,117.65,127124
2021-04-14,DLTR.O,114.9,171509
2021-04-15,DLTR.O,117.02,192579
2021-04-16,DLTR.O,117.36,137699
2021-04-19,DLTR.O,116.95,158876
2021-04-20,DLTR.O,116.34,111370
2021-04-21,DLTR.O,116.67,128252
2021-04-22,DLTR.O,115.15,109151
2021-04-23,DLTR.O,115.56,159802
2021-04-26,DLTR.O,113.98,136535
2021-04-27,DLTR.O,115.01,110182
2021-04-28,DLTR.O,114.04,137666
2021-04-29,DLTR.O,115.43,90477
2021-04-30,DLTR.O,114.9,201778
2021-05-03,DLTR.O,116.23,174046
2021-05-04,DLTR.O,114.83,193052
2021-05-05,DLTR.O,114.68,116151
2021-05-06,DLTR.O,115.7,109510
2021-05-07,DLTR.O,116.25,119019
2021-05-10,DLTR.O,116.04,127220
2021-05-11,DLTR.O,112.81,122171
2021-05-12,DLTR.O,109.83,237938
2021-05-13,DLTR.O,109.58,136251
2021-05-14,DLTR.O,111.23,107420
2021-05-17,DLTR.O,109.65,99684
2021-05-18,DLTR.O,110.03,109920
2021-05-19,DLTR.O,108.79,128749
2021-05-20,DLTR.O,108.37,108672
2021-05-21,DLTR.O,108.58,182610
2021-05-24,DLTR.O,107.2,119406
2021-05-25,DLTR.O,106.98,126660
2021-05-26,DLTR.O,108.47,172674
2021-05-27,DLTR.O,100.11,331731
2021-05-28,DLTR.O,97.5,314722
2021-06-01,DLTR.O,98.88,270767
2021-06-02,DLTR.O,98.01,174837
2021-06-03,DLTR.O,100.56,234968
2021-06-04,DLTR.O,101.8,168635
2021-06-07,DLTR.O,100.35,345940
2021-06-08,DLTR.O,101.31,141416
2021-06-09,DLTR.O,98.87,183658
2021-06-10,DLTR.O,99.7,364371
2021-06-11,DLTR.O,101.18,143672
2021-06-14,DLTR.O,100.2,217218
2021-06-15,DLTR.O,100.68,382111
2021-06-16,DLTR.O,100.57,371778
2021-06-17,DLTR.O,100.69,346188
2021-06-18,DLTR.O,100.32,1038397
2021-06-21,DLTR.O,101.19,303664
2021-06-22,DLTR.O,100.88,406278
2021-06-23,DLTR.O,101.49,153461
2021-06-24,DLTR.O,99.34,147350
2021-06-25,DLTR.O,98.35,1686936
2021-06-28,DLTR.O,99.38,180189
2021-06-29,DLTR.O,99.48,186628
2021-06-30,DLTR.O,99.5,265777
2021-07-01,DLTR.O,99.91,120234
2021-07-02,DLTR.O,99.45,185506
2021-07-06,DLTR.O,99.1,212068
2021-07-07,DLTR.O,99.37,169773
2021-07-08,DLTR.O,98.27,293930
2021-07-09,DLTR.O,99.51,188176
2021-07-12,DLTR.O,98.95,333323
2021-07-13,DLTR.O,98.0,145703
2021-07-14,DLTR.O,98.89,181490
2021-07-15,DLTR.O,98.68,167919
2021-07-16,DLTR.O,98.19,125459
2021-07-19,DLTR.O,98.0,195424
2021-07-20,DLTR.O,99.01,226282
2021-07-21,DLTR.O,99.09,165926
2021-07-22,DLTR.O,99.39,125109
2021-07-23,DLTR.O,100.15,111406
2021-07-26,DLTR.O,100.59,175130
2021-07-27,DLTR.O,99.0,151809
2021-07-28,DLTR.O,99.03,121674
2021-07-29,DLTR.O,99.1,97560
2021-07-30,DLTR.O,99.79,214950
2021-08-02,DLTR.O,98.88,90161
2021-08-03,DLTR.O,99.89,148709
2021-08-04,DLTR.O,97.73,214894
2021-08-05,DLTR.O,98.94,126949
2021-08-06,DLTR.O,98.77,234927
2021-08-09,DLTR.O,98.34,127659
2021-08-10,DLTR.O,101.42,201457
2021-08-11,DLTR.O,102.32,176091
2021-08-12,DLTR.O,101.44,573536
2021-08-13,DLTR.O,101.77,123340
2021-08-16,DLTR.O,102.29,398836
2021-08-17,DLTR.O,100.48,155299
2021-08-18,DLTR.O,101.43,256775
2021-08-19,DLTR.O,101.06,433235
2021-08-20,DLTR.O,102.67,108942
2021-08-23,DLTR.O,103.51,449982
2021-08-24,DLTR.O,105.21,135654
2021-08-25,DLTR.O,106.32,522411
2021-08-26,DLTR.O,93.48,342805
2021-08-27,DLTR.O,90.89,304618
2021-08-30,DLTR.O,90.93,793317
2021-08-31,DLTR.O,90.54,412367
2021-09-01,DLTR.O,89.99,190903
2020-09-01,DOCU.O,268.8,243665
2020-09-02,DOCU.O,265.16,146932
2020-09-03,DOCU.O,242.01,110019
2020-09-04,DOCU.O,216.26,100088
2020-09-08,DOCU.O,205.63,114827
2020-09-09,DOCU.O,211.79,308576
2020-09-10,DOCU.O,205.95,154437
2020-09-11,DOCU.O,197.94,347104
2020-09-14,DOCU.O,202.95,503150
2020-09-15,DOCU.O,202.02,78283
2020-09-16,DOCU.O,197.01,224780
2020-09-17,DOCU.O,193.39,221817
2020-09-18,DOCU.O,194.86,1955353
2020-09-21,DOCU.O,205.02,238770
2020-09-22,DOCU.O,212.13,302696
2020-09-23,DOCU.O,211.52,339396
2020-09-24,DOCU.O,203.85,104320
2020-09-25,DOCU.O,212.36,169029
2020-09-28,DOCU.O,213.24,327294
2020-09-29,DOCU.O,212.93,128019
2020-09-30,DOCU.O,215.24,266202
2020-10-01,DOCU.O,222.26,180230
2020-10-02,DOCU.O,218.27,251070
2020-10-05,DOCU.O,225.92,153575
2020-10-06,DOCU.O,221.2,150193
2020-10-07,DOCU.O,224.05,256873
2020-10-08,DOCU.O,220.39,53084
2020-10-09,DOCU.O,225.6,558327
2020-10-12,DOCU.O,231.86,198288
2020-10-13,DOCU.O,238.21,150395
2020-10-14,DOCU.O,237.1,70940
2020-10-15,DOCU.O,240.45,141819
2020-10-16,DOCU.O,234.6,82478
2020-10-19,DOCU.O,228.41,262203
2020-10-20,DOCU.O,227.8,76090
2020-10-21,DOCU.O,218.12,64633
2020-10-22,DOCU.O,214.8,112956
2020-10-23,DOCU.O,219.82,104920
2020-10-26,DOCU.O,220.17,294603
2020-10-27,DOCU.O,222.185,91812
2020-10-28,DOCU.O,218.25,95213
2020-10-29,DOCU.O,213.65,124254
2020-10-30,DOCU.O,202.25,138893
2020-11-02,DOCU.O,201.56,111784
2020-11-03,DOCU.O,208.43,85683
2020-11-04,DOCU.O,235.01,195744
2020-11-05,DOCU.O,236.77,182785
2020-11-06,DOCU.O,231.69,106196
2020-11-09,DOCU.O,197.6,327489
2020-11-10,DOCU.O,198.31,120922
2020-11-11,DOCU.O,208.55,103140
2020-11-12,DOCU.O,212.62,77827
2020-11-13,DOCU.O,205.7,83783
2020-11-16,DOCU.O,208.13,185563
2020-11-17,DOCU.O,211.91,116412
2020-11-18,DOCU.O,214.32,108850
2020-11-19,DOCU.O,219.7,155489
2020-11-20,DOCU.O,221.59,101887
2020-11-23,DOCU.O,217.17,114296
2020-11-24,DOCU.O,217.2,174048
2020-11-25,DOCU.O,224.15,129587
2020-11-27,DOCU.O,226.87,37295
2020-11-30,DOCU.O,227.88,309180
2020-12-01,DOCU.O,215.71,220844
2020-12-02,DOCU.O,217.7,100203
2020-12-03,DOCU.O,231.01,200844
2020-12-04,DOCU.O,243.22,141958
2020-12-07,DOCU.O,232.52,246776
2020-12-08,DOCU.O,234.82,86881
2020-12-09,DOCU.O,220.97,143047
2020-12-10,DOCU.O,222.59,337603
2020-12-11,DOCU.O,225.49,88223
2020-12-14,DOCU.O,228.33,92386
2020-12-15,DOCU.O,233.7,130614
2020-12-16,DOCU.O,237.08,106474
2020-12-17,DOCU.O,247.0,141449
2020-12-18,DOCU.O,241.0,1070696
2020-12-21,DOCU.O,248.0,88149
2020-12-22,DOCU.O,251.6,114841
2020-12-23,DOCU.O,244.05,99059
2020-12-24,DOCU.O,244.93,45199
2020-12-28,DOCU.O,229.2,91852
2020-12-29,DOCU.O,228.16,71494
2020-12-30,DOCU.O,225.9,88241
2020-12-31,DOCU.O,222.3,113348
2021-01-04,DOCU.O,222.41,148965
2021-01-05,DOCU.O,228.5,214650
2021-01-06,DOCU.O,223.85,203962
2021-01-07,DOCU.O,239.03,289883
2021-01-08,DOCU.O,244.54,123225
2021-01-11,DOCU.O,240.96,81469
2021-01-12,DOCU.O,262.65,698172
2021-01-13,DOCU.O,255.85,120857
2021-01-14,DOCU.O,250.25,62822
2021-01-15,DOCU.O,249.28,346972
2021-01-19,DOCU.O,256.57,132163
2021-01-20,DOCU.O,255.31,195784
2021-01-21,DOCU.O,253.94,55693
2021-01-22,DOCU.O,255.15,73728
2021-01-25,DOCU.O,244.4,112550
2021-01-26,DOCU.O,235.11,83711
2021-01-27,DOCU.O,225.19,95479
2021-01-28,DOCU.O,234.14,81159
2021-01-29,DOCU.O,232.89,147809
2021-02-01,DOCU.O,230.14,120211
2021-02-02,DOCU.O,239.84,100216
2021-02-03,DOCU.O,236.83,70897
2021-02-04,DOCU.O,246.01,104848
2021-02-05,DOCU.O,250.37,174563
2021-02-08,DOCU.O,248.9,95211
2021-02-09,DOCU.O,255.82,74316
2021-02-10,DOCU.O,255.25,55985
2021-02-11,DOCU.O,256.27,61306
2021-02-12,DOCU.O,263.3,80932
2021-02-16,DOCU.O,264.69,104945
2021-02-17,DOCU.O,254.98,81123
2021-02-18,DOCU.O,260.99,130632
2021-02-19,DOCU.O,265.16,103246
2021-02-22,DOCU.O,243.51,102225
2021-02-23,DOCU.O,243.6,121594
2021-02-24,DOCU.O,239.66,71660
2021-02-25,DOCU.O,225.73,104261
2021-02-26,DOCU.O,226.66,244437
2021-03-01,DOCU.O,238.56,129072
2021-03-02,DOCU.O,232.59,269118
2021-03-03,DOCU.O,219.64,147448
2021-03-04,DOCU.O,210.62,115661
2021-03-05,DOCU.O,204.31,140071
2021-03-08,DOCU.O,192.84,112799
2021-03-09,DOCU.O,213.22,289152
2021-03-10,DOCU.O,212.67,137382
2021-03-11,DOCU.O,225.22,142617
2021-03-12,DOCU.O,210.34,183290
2021-03-15,DOCU.O,220.08,99851
2021-03-16,DOCU.O,211.18,110839
2021-03-17,DOCU.O,213.34,148228
2021-03-18,DOCU.O,204.8,197051
2021-03-19,DOCU.O,205.67,543008
2021-03-22,DOCU.O,207.43,136784
2021-03-23,DOCU.O,207.96,115707
2021-03-24,DOCU.O,198.46,91234
2021-03-25,DOCU.O,200.29,95118
2021-03-26,DOCU.O,201.96,72654
2021-03-29,DOCU.O,197.4,62116
2021-03-30,DOCU.O,196.94,77895
2021-03-31,DOCU.O,202.45,244255
2021-04-01,DOCU.O,206.29,96137
2021-04-05,DOCU.O,205.65,179181
2021-04-06,DOCU.O,205.71,114379
2021-04-07,DOCU.O,205.71,68910
2021-04-08,DOCU.O,212.28,111568
2021-04-09,DOCU.O,212.97,83979
2021-04-12,DOCU.O,213.48,91879
2021-04-13,DOCU.O,223.64,132951
2021-04-14,DOCU.O,225.36,188590
2021-04-15,DOCU.O,233.2,142741
2021-04-16,DOCU.O,231.93,77467
2021-04-19,DOCU.O,223.3,141938
2021-04-20,DOCU.O,219.43,111787
2021-04-21,DOCU.O,219.36,87276
2021-04-22,DOCU.O,221.69,76413
2021-04-23,DOCU.O,224.84,110012
2021-04-26,DOCU.O,234.36,179926
2021-04-27,DOCU.O,230.02,77241
2021-04-28,DOCU.O,232.3,87794
2021-04-29,DOCU.O,224.59,90148
2021-04-30,DOCU.O,222.94,103810
2021-05-03,DOCU.O,215.1,74883
2021-05-04,DOCU.O,204.31,133812
2021-05-05,DOCU.O,196.47,134357
2021-05-06,DOCU.O,193.62,110310
2021-05-07,DOCU.O,195.28,90297
2021-05-10,DOCU.O,190.0,138991
2021-05-11,DOCU.O,195.98,93929
2021-05-12,DOCU.O,187.79,117735
2021-05-13,DOCU.O,180.16,130337
2021-05-14,DOCU.O,187.08,98630
2021-05-17,DOCU.O,186.51,82649
2021-05-18,DOCU.O,188.91,90725
2021-05-19,DOCU.O,189.49,97631
2021-05-20,DOCU.O,195.49,148690
2021-05-21,DOCU.O,193.75,104833
2021-05-24,DOCU.O,195.55,72768
2021-05-25,DOCU.O,195.68,268986
2021-05-26,DOCU.O,197.36,297680
2021-05-27,DOCU.O,199.4,738503
2021-05-28,DOCU.O,201.62,121096
2021-06-01,DOCU.O,200.38,167593
2021-06-02,DOCU.O,200.53,69360
2021-06-03,DOCU.O,194.75,150253
2021-06-04,DOCU.O,233.24,168731
2021-06-07,DOCU.O,240.97,318353
2021-06-08,DOCU.O,242.32,111295
2021-06-09,DOCU.O,237.75,220125
2021-06-10,DOCU.O,243.08,97407
2021-06-11,DOCU.O,253.01,141494
2021-06-14,DOCU.O,257.26,151631
2021-06-15,DOCU.O,250.48,128892
2021-06-16,DOCU.O,253.07,152183
2021-06-17,DOCU.O,260.61,223023
2021-06-18,DOCU.O,274.43,745215
2021-06-21,DOCU.O,270.02,136723
2021-06-22,DOCU.O,277.27,169291
2021-06-23,DOCU.O,274.8,492761
2021-06-24,DOCU.O,276.72,97654
2021-06-25,DOCU.O,279.2,459645
2021-06-28,DOCU.O,284.15,102205
2021-06-29,DOCU.O,284.48,62510
2021-06-30,DOCU.O,279.57,245362
2021-07-01,DOCU.O,278.09,118909
2021-07-02,DOCU.O,278.82,66689
2021-07-06,DOCU.O,288.18,176897
2021-07-07,DOCU.O,288.94,57249
2021-07-08,DOCU.O,288.74,102242
2021-07-09,DOCU.O,288.02,137299
2021-07-12,DOCU.O,288.1,116612
2021-07-13,DOCU.O,283.68,90807
2021-07-14,DOCU.O,275.43,92930
2021-07-15,DOCU.O,277.01,141128
2021-07-16,DOCU.O,282.05,106566
2021-07-19,DOCU.O,289.48,94517
2021-07-20,DOCU.O,301.27,274265
2021-07-21,DOCU.O,302.81,79439
2021-07-22,DOCU.O,308.0,58370
2021-07-23,DOCU.O,308.5,88994
2021-07-26,DOCU.O,305.77,51474
2021-07-27,DOCU.O,302.04,57304
2021-07-28,DOCU.O,304.82,51974
2021-07-29,DOCU.O,301.18,124334
2021-07-30,DOCU.O,298.04,98789
2021-08-02,DOCU.O,295.1,97547
2021-08-03,DOCU.O,292.66,65011
2021-08-04,DOCU.O,301.97,64065
2021-08-05,DOCU.O,305.61,214268
2021-08-06,DOCU.O,302.63,61639
2021-08-09,DOCU.O,306.5,88064
2021-08-10,DOCU.O,301.44,45588
2021-08-11,DOCU.O,293.06,68827
2021-08-12,DOCU.O,295.54,39852
2021-08-13,DOCU.O,295.97,42538
2021-08-16,DOCU.O,286.75,59616
2021-08-17,DOCU.O,285.58,49747
2021-08-18,DOCU.O,284.81,43245
2021-08-19,DOCU.O,286.84,241447
2021-08-20,DOCU.O,286.0,87288
2021-08-23,DOCU.O,290.89,98613
2021-08-24,DOCU.O,293.99,201140
2021-08-25,DOCU.O,298.9,97564
2021-08-26,DOCU.O,295.15,46063
2021-08-27,DOCU.O,300.76,197046
2021-08-30,DOCU.O,303.64,76925
2021-08-31,DOCU.O,296.24,301130
2021-09-01,DOCU.O,297.22,114944
2020-09-01,DXCM.O,422.19,67091
2020-09-02,DXCM.O,447.71,75603
2020-09-03,DXCM.O,412.95,86706
2020-09-04,DXCM.O,398.24,56745
2020-09-08,DXCM.O,389.19,63058
2020-09-09,DXCM.O,401.68,66953
2020-09-10,DXCM.O,390.02,48229
2020-09-11,DXCM.O,383.46,38139
2020-09-14,DXCM.O,393.61,79248
2020-09-15,DXCM.O,397.97,35778
2020-09-16,DXCM.O,393.92,72592
2020-09-17,DXCM.O,386.21,123901
2020-09-18,DXCM.O,389.31,582072
2020-09-21,DXCM.O,391.69,64779
2020-09-22,DXCM.O,398.13,81827
2020-09-23,DXCM.O,386.07,91768
2020-09-24,DXCM.O,382.03,28323
2020-09-25,DXCM.O,402.36,67860
2020-09-28,DXCM.O,400.19,50845
2020-09-29,DXCM.O,402.18,34188
